Prices;Strike;Maturity;r;q;Option_type
0.006440;0.995109;0.416667;-0.012330;0.010940;1.000000
0.007086;0.996671;0.500000;-0.012200;0.011160;1.000000
0.008868;1.000501;0.750000;-0.012420;0.011660;1.000000
0.010388;1.003469;1.000000;-0.012370;0.011970;1.000000
0.001946;0.975865;0.019231;-0.012980;0.007070;1.000000
0.002853;0.977028;0.038462;-0.014530;0.005840;1.000000
0.003695;0.978105;0.057692;-0.013320;0.007120;1.000000
0.004669;0.979284;0.083333;-0.012250;0.008670;1.000000
0.006226;0.980131;0.166667;-0.012750;0.010020;1.000000
0.007596;0.980888;0.250000;-0.012470;0.010230;1.000000
0.008927;0.981683;0.333333;-0.011940;0.010650;1.000000
0.010076;0.981892;0.416667;-0.012330;0.010940;1.000000
0.011072;0.982034;0.500000;-0.012200;0.011160;1.000000
0.013811;0.981837;0.750000;-0.012420;0.011660;1.000000
0.016121;0.981215;1.000000;-0.012370;0.011970;1.000000
0.003362;0.972663;0.019231;-0.012980;0.007070;1.000000
0.004923;0.972321;0.038462;-0.014530;0.005840;1.000000
0.006351;0.971995;0.057692;-0.013320;0.007120;1.000000
0.007997;0.971536;0.083333;-0.012250;0.008670;1.000000
0.010663;0.969753;0.166667;-0.012750;0.010020;1.000000
0.013006;0.968175;0.250000;-0.012470;0.010230;1.000000
0.015269;0.966676;0.333333;-0.011940;0.010650;1.000000
0.017212;0.964893;0.416667;-0.012330;0.010940;1.000000
0.018907;0.963295;0.500000;-0.012200;0.011160;1.000000
0.023538;0.958251;0.750000;-0.012420;0.011660;1.000000
0.027427;0.953460;1.000000;-0.012370;0.011970;1.000000
0.002052;0.969327;0.019231;-0.012980;0.007070;-1.000000
0.003044;0.967390;0.038462;-0.014530;0.005840;-1.000000
0.003933;0.965635;0.057692;-0.013320;0.007120;-1.000000
0.004980;0.963496;0.083333;-0.012250;0.008670;-1.000000
0.006728;0.958901;0.166667;-0.012750;0.010020;-1.000000
0.008301;0.954792;0.250000;-0.012470;0.010230;-1.000000
0.009823;0.950828;0.333333;-0.011940;0.010650;-1.000000
0.011158;0.946870;0.416667;-0.012330;0.010940;-1.000000
0.012337;0.943329;0.500000;-0.012200;0.011160;-1.000000
0.015647;0.932757;0.750000;-0.012420;0.011660;-1.000000
0.018490;0.923060;1.000000;-0.012370;0.011970;-1.000000
0.001319;0.966744;0.019231;-0.012980;0.007070;-1.000000
0.001981;0.963471;0.038462;-0.014530;0.005840;-1.000000
0.002556;0.960607;0.057692;-0.013320;0.007120;-1.000000
0.003245;0.957125;0.083333;-0.012250;0.008670;-1.000000
0.004412;0.950250;0.166667;-0.012750;0.010020;-1.000000
0.005469;0.944100;0.250000;-0.012470;0.010230;-1.000000
0.006474;0.938262;0.333333;-0.011940;0.010650;-1.000000
0.007368;0.932639;0.416667;-0.012330;0.010940;-1.000000
0.008162;0.927627;0.500000;-0.012200;0.011160;-1.000000
0.010398;0.913009;0.750000;-0.012420;0.011660;-1.000000
0.012306;0.899996;1.000000;-0.012370;0.011970;-1.000000
0.000688;0.963566;0.019231;-0.012980;0.007070;-1.000000
0.001059;0.958398;0.038462;-0.014530;0.005840;-1.000000
0.001366;0.954093;0.057692;-0.013320;0.007120;-1.000000
0.001754;0.948664;0.083333;-0.012250;0.008670;-1.000000
0.002405;0.938628;0.166667;-0.012750;0.010020;-1.000000
0.003006;0.929547;0.250000;-0.012470;0.010230;-1.000000
0.003562;0.921148;0.333333;-0.011940;0.010650;-1.000000
0.004075;0.913094;0.416667;-0.012330;0.010940;-1.000000
0.004529;0.905976;0.500000;-0.012200;0.011160;-1.000000
0.005814;0.885559;0.750000;-0.012420;0.011660;-1.000000
0.006913;0.867800;1.000000;-0.012370;0.011970;-1.000000
0.000408;0.961731;0.019231;-0.012980;0.007070;-1.000000
0.000646;0.955110;0.038462;-0.014530;0.005840;-1.000000
0.000837;0.949781;0.057692;-0.013320;0.007120;-1.000000
0.001086;0.942871;0.083333;-0.012250;0.008670;-1.000000
0.001499;0.930563;0.166667;-0.012750;0.010020;-1.000000
0.001882;0.919364;0.250000;-0.012470;0.010230;-1.000000
0.002234;0.909141;0.333333;-0.011940;0.010650;-1.000000
0.002574;0.899100;0.416667;-0.012330;0.010940;-1.000000
0.002858;0.890631;0.500000;-0.012200;0.011160;-1.000000
0.003694;0.865849;0.750000;-0.012420;0.011660;-1.000000
0.004409;0.844583;1.000000;-0.012370;0.011970;-1.000000
0.000157;0.960400;0.019231;-0.012980;0.007070;-1.000000
0.000271;0.951304;0.038462;-0.014530;0.005840;-1.000000
0.000358;0.944394;0.057692;-0.013320;0.007120;-1.000000
0.000478;0.934997;0.083333;-0.012250;0.008670;-1.000000
0.000666;0.919321;0.166667;-0.012750;0.010020;-1.000000
0.000843;0.905011;0.250000;-0.012470;0.010230;-1.000000
0.001004;0.892118;0.333333;-0.011940;0.010650;-1.000000
0.001160;0.879491;0.416667;-0.012330;0.010940;-1.000000
0.001294;0.868697;0.500000;-0.012200;0.011160;-1.000000
0.001690;0.837380;0.750000;-0.012420;0.011660;-1.000000
0.002024;0.811125;1.000000;-0.012370;0.011970;-1.000000
