Prices;Strike;Maturity;r;q;Option_type
0.025685808;0.948509648;0.166666667;-0.01275;0.01002;1
0.031684845;0.94190575;0.25;-0.01247;0.01023;1
0.0371087;0.935810041;0.333333333;-0.01194;0.01065;1
0.045738823;0.925033334;0.5;-0.0122;0.01116;1
0.055977811;0.910981246;0.75;-0.01242;0.01166;1
0.065964532;0.897352443;1;-0.01237;0.01197;1
0.013529583;0.960057875;0.019230769;-0.01298;0.00707;1
0.018278451;0.955272842;0.038461538;-0.01453;0.00584;1
0.022500725;0.950981787;0.057692308;-0.01332;0.00712;1
0.027519781;0.945796256;0.083333333;-0.01225;0.00867;1
0.037121424;0.934972698;0.166666667;-0.01275;0.01002;1
0.046079655;0.924941785;0.25;-0.01247;0.01023;1
0.053904609;0.916000771;0.333333333;-0.01194;0.01065;1
0.066554959;0.900536301;0.5;-0.0122;0.01116;1
0.081410547;0.881102606;0.75;-0.01242;0.01166;1
0.09608021;0.86208224;1;-0.01237;0.01197;1
0.017322755;0.955935096;0.019230769;-0.01298;0.00707;1
0.023125234;0.949969896;0.038461538;-0.01453;0.00584;1
0.02823994;0.944671358;0.057692308;-0.01332;0.00712;1
0.034446203;0.93816614;0.083333333;-0.01225;0.00867;1
0.046575951;0.924576714;0.166666667;-0.01275;0.01002;1
0.058029765;0.911835554;0.25;-0.01247;0.01023;1
0.06781848;0.900735606;0.333333333;-0.01194;0.01065;1
0.083990552;0.881467495;0.5;-0.0122;0.01116;1
0.102421373;0.858130475;0.75;-0.01242;0.01166;1
0.120989094;0.834921884;1;-0.01237;0.01197;1
0.025051642;0.947900977;0.019230769;-0.01298;0.00707;1
0.032523119;0.94015315;0.038461538;-0.01453;0.00584;1
0.039081708;0.933309353;0.057692308;-0.01332;0.00712;1
0.047166148;0.924804339;0.083333333;-0.01225;0.00867;1
0.063896819;0.906401068;0.166666667;-0.01275;0.01002;1
0.080003019;0.888816167;0.25;-0.01247;0.01023;1
0.09325705;0.874083036;0.333333333;-0.01194;0.01065;1
0.115202867;0.84879514;0.5;-0.0122;0.01116;1
0.140360518;0.818509423;0.75;-0.01242;0.01166;1
0.165328338;0.788692187;1;-0.01237;0.01197;1
0.151594;0.802026;1;-0.01237;0.01197;1
=======;;;;;
0.016674;0.989089;0.019231;0.00707;-0.01298;-1
0.023612;0.995547;0.038462;0.00584;-0.01453;-1
0.030153;1.001615;0.057692;0.00712;-0.01332;-1
0.038534;1.009334;0.083333;0.00867;-0.01225;-1
0.053013;1.021584;0.166667;0.01002;-0.01275;-1
0.067396;1.033889;0.25;0.01023;-0.01247;-1
0.080458;1.044907;0.333333;0.01065;-0.01194;-1
0.102449;1.062368;0.5;0.01116;-0.0122;-1
0.129351;1.082317;0.75;0.01166;-0.01242;-1
0.158503;1.10447;1;0.01197;-0.01237;-1
0.012976;0.985142;0.019231;0.00707;-0.01298;-1
0.018331;0.989919;0.038462;0.00584;-0.01453;-1
0.023434;0.994456;0.057692;0.00712;-0.01332;-1
0.029747;0.999997;0.083333;0.00867;-0.01225;-1
0.040608;1.008456;0.166667;0.01002;-0.01275;-1
0.051113;1.016734;0.25;0.01023;-0.01247;-1
0.060855;1.024299;0.333333;0.01065;-0.01194;-1
0.076986;1.035724;0.5;0.01116;-0.0122;-1
0.096698;1.048338;0.75;0.01166;-0.01242;-1
0.117481;1.062038;1;0.01197;-0.01237;-1
0.010728;0.982612;0.019231;0.00707;-0.01298;-1
0.015133;0.986328;0.038462;0.00584;-0.01453;-1
0.019361;0.989883;0.057692;0.00712;-0.01332;-1
0.024456;0.994085;0.083333;0.00867;-0.01225;-1
0.033225;1.000254;0.166667;0.01002;-0.01275;-1
0.041503;1.006136;0.25;0.01023;-0.01247;-1
0.049363;1.011656;0.333333;0.01065;-0.01194;-1
0.062146;1.019508;0.5;0.01116;-0.0122;-1
0.07785;1.027882;0.75;0.01166;-0.01242;-1
0.094164;1.036921;1;0.01197;-0.01237;-1
0.007807;0.979034;0.019231;0.00707;-0.01298;-1
0.011;0.981276;0.038462;0.00584;-0.01453;-1
0.014087;0.983439;0.057692;0.00712;-0.01332;-1
0.01769;0.98587;0.083333;0.00867;-0.01225;-1
0.023896;0.989015;0.166667;0.01002;-0.01275;-1
0.029579;0.99191;0.25;0.01023;-0.01247;-1
0.035125;0.994733;0.333333;0.01065;-0.01194;-1
0.044024;0.998142;0.5;0.01116;-0.0122;-1
0.054919;1.001102;0.75;0.01166;-0.01242;-1
0.066082;1.004447;1;0.01197;-0.01237;-1
0.005863;0.97629;0.019231;0.00707;-0.01298;-1
0.008258;0.977415;0.038462;0.00584;-0.01453;-1
0.010569;0.978498;0.057692;0.00712;-0.01332;-1
0.013234;0.979654;0.083333;0.00867;-0.01225;-1
0.017821;0.98062;0.166667;0.01002;-0.01275;-1
0.022005;0.981523;0.25;0.01023;-0.01247;-1
0.026085;0.982415;0.333333;0.01065;-0.01194;-1
0.032652;0.982783;0.5;0.01116;-0.0122;-1
0.040687;0.982093;0.75;0.01166;-0.01242;-1
0.048839;0.981704;1;0.01197;-0.01237;-1
0.003755;0.972673;0.019231;0.00707;-0.01298;1
0.005277;0.972333;0.038462;0.00584;-0.01453;1
0.006704;0.97201;0.057692;0.00712;-0.01332;1
0.008324;0.971555;0.083333;0.00867;-0.01225;1
0.011082;0.969787;0.166667;0.01002;-0.01275;1
0.013537;0.968229;0.25;0.01023;-0.01247;1
0.015865;0.966749;0.333333;0.01065;-0.01194;1
0.019476;0.963385;0.5;0.01116;-0.0122;1
0.023683;0.958282;0.75;0.01166;-0.01242;1
0.027737;0.953539;1;0.01197;-0.01237;1
0.006011;0.968924;0.019231;0.00707;-0.01298;1
0.008489;0.967029;0.038462;0.00584;-0.01453;1
0.010749;0.965277;0.057692;0.00712;-0.01332;1
0.013347;0.963167;0.083333;0.00867;-0.01225;1
0.017869;0.958484;0.166667;0.01002;-0.01275;1
0.021937;0.954269;0.25;0.01023;-0.01247;1
0.025762;0.950246;0.333333;0.01065;-0.01194;1
0.031779;0.942786;0.5;0.01116;-0.0122;1
0.038922;0.932628;0.75;0.01166;-0.01242;1
0.045968;0.922733;1;0.01197;-0.01237;1
0.008224;0.965912;0.019231;0.00707;-0.01298;1
0.011669;0.962727;0.038462;0.00584;-0.01453;1
0.014727;0.959865;0.057692;0.00712;-0.01332;1
0.018286;0.956442;0.083333;0.00867;-0.01225;1
0.024603;0.949379;0.166667;0.01002;-0.01275;1
0.030312;0.943001;0.25;0.01023;-0.01247;1
0.035568;0.937033;0.333333;0.01065;-0.01194;1
0.043876;0.926499;0.5;0.01116;-0.0122;1
0.053714;0.912743;0.75;0.01166;-0.01242;1
0.063517;0.899235;1;0.01197;-0.01237;1
0.011643;0.961809;0.019231;0.00707;-0.01298;1
0.016595;0.956833;0.038462;0.00584;-0.01453;1
0.020823;0.952535;0.057692;0.00712;-0.01332;1
0.025971;0.947228;0.083333;0.00867;-0.01225;1
0.035142;0.936797;0.166667;0.01002;-0.01275;1
0.043581;0.927239;0.25;0.01023;-0.01247;1
0.051106;0.918567;0.333333;0.01065;-0.01194;1
0.063183;0.903613;0.5;0.01116;-0.0122;1
0.077341;0.884793;0.75;0.01166;-0.01242;1
0.091704;0.866024;1;0.01197;-0.01237;1
0.014321;0.958826;0.019231;0.00707;-0.01298;1
0.02046;0.952534;0.038462;0.00584;-0.01453;1
0.025589;0.94722;0.057692;0.00712;-0.01332;1
0.032003;0.940514;0.083333;0.00867;-0.01225;1
0.043462;0.927562;0.166667;0.01002;-0.01275;1
0.054109;0.915587;0.25;0.01023;-0.01247;1
0.063435;0.904922;0.333333;0.01065;-0.01194;1
0.078737;0.886467;0.5;0.01116;-0.0122;1
0.096107;0.864109;0.75;0.01166;-0.01242;1
0.114233;0.841286;1;0.01197;-0.01237;1
0.018746;0.954122;0.019231;0.00707;-0.01298;1
0.026892;0.945706;0.038462;0.00584;-0.01453;1
0.033483;0.938829;0.057692;0.00712;-0.01332;1
0.042014;0.929881;0.083333;0.00867;-0.01225;1
0.057363;0.912829;0.166667;0.01002;-0.01275;1
0.071813;0.896863;0.25;0.01023;-0.01247;1
0.084133;0.883037;0.333333;0.01065;-0.01194;1
0.104338;0.859427;0.5;0.01116;-0.0122;1
0.127413;0.831129;0.75;0.01166;-0.01242;1
0.151594;0.802026;1;0.01197;-0.01237;1
>>>>>>> origin/master;;;;;
